invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Revenue,Age_Group
I102964,C321846,Female,69,Shoes,2,1200.34,Cash,2021-04-23 00:00:00,Viaport Outlet,2400.68,56+
I102969,C166525,Female,62,Cosmetics,2,81.32,Debit Card,2021-04-17 00:00:00,Mall of Istanbul,162.64,56+
I102977,C316330,Female,30,Souvenir,4,46.92,Credit Card,2022-10-30 00:00:00,Metropol AVM,187.68,26-35
I102979,C628682,Female,35,Souvenir,3,35.19,Credit Card,2022-01-23 00:00:00,Mall of Istanbul,105.57,26-35
I102985,C191792,Male,42,Souvenir,2,23.46,Debit Card,2021-06-01 00:00:00,Mall of Istanbul,46.92,36-45
I102989,C273531,Female,67,Shoes,2,1200.34,Cash,2021-03-01 00:00:00,Cevahir AVM,2400.68,56+
I102990,C296573,Male,22,Shoes,5,3000.85,Credit Card,2022-07-20 00:00:00,Kanyon,15004.25,18-25
I102991,C397967,Female,28,Books,3,45.45,Credit Card,2021-10-12 00:00:00,Metrocity,136.35,26-35
I102993,C142692,Female,67,Clothing,2,600.16,Credit Card,2022-11-21 00:00:00,Forum Istanbul,1200.32,56+
I102994,C262644,Female,69,Shoes,3,1800.51,Debit Card,2022-01-11 00:00:00,Mall of Istanbul,5401.53,56+
I102999,C295992,Male,34,Toys,3,107.52,Credit Card,2021-08-17 00:00:00,Metrocity,322.56,26-35
I103002,C245635,Female,62,Food & Beverage,2,10.46,Credit Card,2021-07-03 00:00:00,Viaport Outlet,20.92,56+
I103004,C560575,Male,33,Food & Beverage,1,5.23,Cash,2022-02-04 00:00:00,Metropol AVM,5.23,26-35
I103006,C258085,Male,41,Technology,4,4200,Cash,2022-07-20 00:00:00,Cevahir AVM,16800,36-45
I103010,C260917,Female,51,Shoes,1,600.17,Cash,2021-08-02 00:00:00,Metrocity,600.17,46-55
I103014,C185481,Female,57,Clothing,4,1200.32,Debit Card,2022-07-03 00:00:00,Istinye Park,4801.28,56+
I103016,C633152,Female,60,Clothing,4,1200.32,Credit Card,2021-07-12 00:00:00,Forum Istanbul,4801.28,56+
I103019,C335724,Male,60,Shoes,2,1200.34,Cash,2022-10-14 00:00:00,Forum Istanbul,2400.68,56+
I103020,C327792,Female,27,Books,4,60.6,Cash,2021-06-17 00:00:00,Mall of Istanbul,242.4,26-35
I103021,C325728,Male,36,Books,1,15.15,Debit Card,2023-02-25 00:00:00,Mall of Istanbul,15.15,36-45
I103026,C142823,Female,64,Shoes,1,600.17,Cash,2021-10-21 00:00:00,Viaport Outlet,600.17,56+
I103028,C243168,Female,22,Toys,4,143.36,Credit Card,2021-08-24 00:00:00,Zorlu Center,573.44,18-25
I103029,C213516,Female,18,Toys,5,179.2,Cash,2021-06-21 00:00:00,Mall of Istanbul,896,<18
I103031,C228178,Female,55,Toys,5,179.2,Cash,2021-09-17 00:00:00,Kanyon,896,46-55
I103032,C317778,Male,65,Clothing,2,600.16,Debit Card,2022-09-06 00:00:00,Kanyon,1200.32,56+
I103033,C960822,Female,38,Technology,2,2100,Debit Card,2021-09-14 00:00:00,Zorlu Center,4200,36-45
I103035,C155712,Male,21,Clothing,5,1500.4,Debit Card,2021-08-29 00:00:00,Metrocity,7502,18-25
I103036,C992589,Female,39,Cosmetics,2,81.32,Cash,2022-08-18 00:00:00,Istinye Park,162.64,36-45
I103044,C367741,Female,48,Clothing,5,1500.4,Cash,2021-06-13 00:00:00,Viaport Outlet,7502,46-55
I103045,C267316,Female,62,Shoes,1,600.17,Cash,2022-08-24 00:00:00,Metrocity,600.17,56+
I103046,C208145,Female,33,Food & Beverage,1,5.23,Credit Card,2021-01-26 00:00:00,Emaar Square Mall,5.23,26-35
I103055,C315737,Male,44,Cosmetics,4,162.64,Credit Card,2022-07-17 00:00:00,Metrocity,650.56,36-45
I103056,C258161,Male,34,Food & Beverage,4,20.92,Credit Card,2022-05-18 00:00:00,Mall of Istanbul,83.68,26-35
I103059,C264391,Female,67,Cosmetics,1,40.66,Debit Card,2022-06-20 00:00:00,Metrocity,40.66,56+
I103061,C603549,Female,41,Clothing,2,600.16,Cash,2021-01-17 00:00:00,Mall of Istanbul,1200.32,36-45
I103062,C232094,Female,53,Food & Beverage,5,26.15,Credit Card,2023-02-11 00:00:00,Kanyon,130.75,46-55
I103064,C274479,Female,36,Toys,2,71.68,Cash,2023-03-04 00:00:00,Metrocity,143.36,36-45
I103065,C205710,Male,31,Books,2,30.3,Credit Card,2021-03-14 00:00:00,Mall of Istanbul,60.6,26-35
I103066,C340003,Male,66,Clothing,1,300.08,Cash,2021-08-11 00:00:00,Mall of Istanbul,300.08,56+
I103067,C210847,Male,22,Toys,3,107.52,Debit Card,2021-11-25 00:00:00,Kanyon,322.56,18-25
I103068,C115494,Male,69,Clothing,2,600.16,Debit Card,2021-03-21 00:00:00,Kanyon,1200.32,56+
I103070,C754112,Male,19,Cosmetics,2,81.32,Cash,2021-12-31 00:00:00,Kanyon,162.64,18-25
I103071,C243412,Male,26,Food & Beverage,5,26.15,Cash,2022-12-09 00:00:00,Mall of Istanbul,130.75,26-35
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,2022-04-04 00:00:00,Forum Istanbul,650.56,18-25
I103076,C288406,Female,24,Clothing,4,1200.32,Debit Card,2021-09-10 00:00:00,Viaport Outlet,4801.28,18-25
I103081,C119424,Female,68,Food & Beverage,2,10.46,Cash,2022-07-27 00:00:00,Mall of Istanbul,20.92,56+
I103082,C286580,Female,33,Books,3,45.45,Credit Card,2022-10-12 00:00:00,Metrocity,136.35,26-35
I103083,C936888,Female,48,Cosmetics,4,162.64,Cash,2022-02-15 00:00:00,Istinye Park,650.56,46-55
I103085,C252697,Female,27,Clothing,2,600.16,Credit Card,2022-08-27 00:00:00,Kanyon,1200.32,26-35
I103086,C285452,Female,52,Cosmetics,4,162.64,Cash,2022-08-17 00:00:00,Metrocity,650.56,46-55
